km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,car_brand,car_age,price
110.0,Diesel,Individual,Manual,First_Owner,26.59,1.248,74.0,5.0,Domestic,5,4.7
60.0,Diesel,Individual,Manual,>Two_Owners,20.45,1.461,83.8,5.0,International,5,4.8
128.0,Petrol,Individual,Manual,First_Owner,0.0,1.086,62.0,5.0,International,12,1.05
120.0,Diesel,Individual,Manual,First_Owner,27.28,1.047,69.0,5.0,Domestic,3,3.25
5.0,Petrol,Individual,Automatic,First_Owner,20.7,1.197,81.86,5.0,International,0,6.75
90.0,Petrol,Individual,Manual,Second_Owner,20.36,1.197,78.9,5.0,International,11,1.7
90.0,Diesel,Individual,Manual,First_Owner,19.67,1.582,126.2,5.0,International,3,12.5
144.03,Petrol,Individual,Manual,First_Owner,12.8,2.354,177.6,5.0,International,8,6.0
200.0,Diesel,Individual,Manual,First_Owner,25.1,1.498,98.6,5.0,International,6,8.19999
29.0,Petrol,Individual,Manual,First_Owner,18.6,1.197,81.83,5.0,International,4,6.5
90.0,LPG,Individual,Manual,Second_Owner,17.3,1.061,57.5,5.0,Domestic,13,1.05
176.0,Diesel,Individual,Manual,Second_Owner,17.0,1.461,66.0,5.0,Domestic,11,2.0
150.0,Diesel,Individual,Manual,First_Owner,19.09,1.396,69.0,5.0,Domestic,7,2.0
90.0,Petrol,Individual,Manual,First_Owner,16.8,0.796,34.2,8.0,Domestic,4,2.2
70.0,Petrol,Individual,Manual,Second_Owner,15.04,1.598,103.2,5.0,International,6,5.0
99.0,Diesel,Individual,Manual,Second_Owner,19.2,1.461,65.0,5.0,Domestic,13,1.75
5.0,Petrol,Individual,Manual,First_Owner,23.84,1.199,84.0,5.0,Domestic,2,4.5
90.0,Diesel,Individual,Manual,>Two_Owners,16.52,1.991,123.7,5.0,International,12,2.1
89.0,Diesel,Individual,Manual,Second_Owner,21.1,1.248,73.9,5.0,Domestic,9,2.7
88.0,Diesel,Individual,Manual,Second_Owner,16.8,1.405,62.0,5.0,Domestic,14,1.1
30.0,Diesel,Individual,Manual,First_Owner,26.59,1.248,74.0,5.0,Domestic,5,4.8
50.0,Diesel,Individual,Automatic,Second_Owner,26.59,1.248,74.0,5.0,Domestic,4,6.5
80.0,Diesel,Individual,Manual,First_Owner,23.4,1.248,74.0,5.0,Domestic,7,4.8
40.0,Diesel,Individual,Manual,First_Owner,22.54,1.396,88.73,5.0,International,4,7.0
110.0,Diesel,Individual,Manual,>Two_Owners,20.77,1.248,88.76,7.0,Domestic,5,6.5
48.0,Diesel,Individual,Manual,Second_Owner,19.67,1.582,126.2,5.0,International,5,13.0
97.0,Diesel,Individual,Automatic,First_Owner,16.96,1.968,138.03,5.0,International,4,13.5
60.0,Diesel,Individual,Automatic,First_Owner,22.15,1.498,108.6,5.0,International,4,10.0
110.0,Diesel,Individual,Automatic,>Two_Owners,0.0,2.987,165.0,5.0,International,9,17.0
12.8,Petrol,Individual,Automatic,First_Owner,17.8,1.496,105.5,5.0,International,2,10.8
40.0,Petrol,Individual,Manual,First_Owner,21.1,0.814,55.2,5.0,International,8,1.7
49.0,Diesel,Individual,Manual,First_Owner,28.4,1.248,74.0,5.0,Domestic,3,6.1
25.0,Petrol,Individual,Manual,First_Owner,18.5,1.197,85.8,5.0,Domestic,6,3.5
65.0,Petrol,Individual,Manual,Second_Owner,22.74,0.796,47.3,5.0,Domestic,4,2.6
20.0,Diesel,Individual,Manual,First_Owner,20.4,1.248,91.7,5.0,International,5,7.0
17.0,Petrol,Individual,Manual,First_Owner,18.78,0.999,75.0,5.0,International,2,6.78
15.0,Diesel,Individual,Manual,First_Owner,23.65,1.248,88.5,5.0,Domestic,5,8.0
120.0,Diesel,Individual,Manual,Second_Owner,23.59,1.364,67.04,5.0,International,6,4.0
49.0,Petrol,Individual,Manual,First_Owner,18.5,1.197,80.0,5.0,International,10,3.0
29.0,Petrol,Individual,Manual,First_Owner,18.6,1.197,81.83,5.0,International,4,5.2
55.0,Diesel,Individual,Automatic,First_Owner,19.61,1.461,108.5,5.0,International,3,8.5
5.0,Diesel,Individual,Manual,First_Owner,17.3,1.497,121.0,7.0,Domestic,1,14.6
35.0,Diesel,Individual,Manual,First_Owner,21.5,1.497,108.5,5.0,Domestic,3,8.3
5.0,Petrol,Individual,Manual,Second_Owner,20.63,1.198,67.0,5.0,International,2,4.3
60.0,Diesel,Individual,Manual,First_Owner,22.77,1.498,98.59,5.0,International,3,8.5
70.0,Petrol,Individual,Manual,First_Owner,20.85,1.197,83.14,5.0,Domestic,3,6.5
120.0,Diesel,Individual,Manual,Second_Owner,16.8,1.493,110.0,5.0,International,12,1.2
65.1,Diesel,Individual,Manual,Second_Owner,18.49,1.493,100.0,7.0,Domestic,4,7.3
20.0,Petrol,Individual,Automatic,First_Owner,20.89,1.197,81.8,5.0,Domestic,1,5.25
108.0,Diesel,Individual,Manual,First_Owner,21.19,1.396,88.73,5.0,International,5,6.0
15.0,Petrol,Individual,Manual,First_Owner,21.21,1.197,81.8,5.0,Domestic,1,5.0
77.0,Petrol,Individual,Manual,First_Owner,17.92,1.086,62.1,5.0,International,11,1.5
18.5,Petrol,Individual,Manual,First_Owner,20.51,0.998,67.04,5.0,Domestic,5,4.09999
120.0,Diesel,Individual,Manual,First_Owner,18.49,1.493,100.0,7.0,Domestic,4,6.25
15.2,Petrol,Individual,Manual,First_Owner,25.17,0.799,53.3,5.0,International,5,2.9
35.0,Petrol,Individual,Manual,First_Owner,17.3,1.497,117.3,7.0,International,5,5.0
80.0,Diesel,Individual,Manual,First_Owner,22.32,1.582,126.32,5.0,International,9,4.75
70.0,Petrol,Individual,Manual,First_Owner,21.1,0.814,55.2,5.0,International,7,1.9
80.0,Diesel,Individual,Manual,Second_Owner,15.1,2.179,140.0,7.0,Domestic,6,7.5
120.0,Diesel,Individual,Manual,Second_Owner,19.01,1.461,108.5,5.0,International,6,5.25
82.0,Diesel,Individual,Manual,>Two_Owners,17.3,1.998,163.7,5.0,International,8,4.95
9.0,Diesel,Dealer,Automatic,First_Owner,13.6,1.999,177.0,5.0,International,3,26.25
20.0,Petrol,Dealer,Automatic,First_Owner,22.37,2.487,214.56,5.0,International,1,51.5
45.0,Diesel,Dealer,Automatic,First_Owner,19.33,1.999,177.0,5.0,International,3,32.0
110.0,Diesel,Individual,Manual,First_Owner,14.1,2.179,147.94,7.0,Domestic,5,5.03
20.0,Diesel,Individual,Automatic,First_Owner,18.0,1.969,190.0,5.0,International,1,38.0
68.089,Petrol,Dealer,Automatic,First_Owner,19.16,2.494,157.7,5.0,International,4,20.0
58.343,Petrol,Dealer,Manual,First_Owner,21.79,0.998,67.05,5.0,Domestic,7,2.25
38.817,Diesel,Dealer,Manual,First_Owner,27.39,1.248,74.0,5.0,Domestic,2,7.4
56.494,Petrol,Dealer,Manual,First_Owner,18.2,1.199,88.7,5.0,International,4,5.5
79.328,Diesel,Dealer,Manual,Second_Owner,12.99,2.494,100.6,7.0,International,7,7.5
5.621,Petrol,Dealer,Automatic,First_Owner,22.0,1.197,81.8,5.0,Domestic,1,6.5
25.538,Petrol,Dealer,Manual,First_Owner,16.78,1.496,88.73,5.0,International,3,6.25
69.779,Petrol,Dealer,Automatic,First_Owner,22.0,1.197,81.8,5.0,Domestic,2,6.0
56.29,Diesel,Dealer,Manual,First_Owner,24.0,1.186,73.97,5.0,International,3,4.5
7.5,Diesel,Dealer,Automatic,First_Owner,16.78,1.995,190.0,5.0,International,1,54.0
8.5,Diesel,Dealer,Automatic,First_Owner,16.78,1.995,190.0,5.0,International,1,55.0
7.032,Petrol,Dealer,Automatic,First_Owner,19.0,1.199,88.76,5.0,International,1,7.79
11.0,Petrol,Dealer,Automatic,First_Owner,14.3,1.598,103.5,5.0,International,4,6.45
2.0,Diesel,Dealer,Automatic,First_Owner,16.8,1.984,150.0,5.0,International,2,24.75
60.0,Petrol,Individual,Automatic,Second_Owner,16.8,1.497,118.0,5.0,International,10,3.21
50.0,Petrol,Individual,Manual,First_Owner,17.71,1.197,78.9,5.0,International,3,5.85
70.0,Diesel,Individual,Manual,First_Owner,20.0,1.399,68.0,5.0,International,9,2.25
70.0,Diesel,Individual,Manual,First_Owner,25.8,1.498,98.6,5.0,International,3,5.0
90.0,Diesel,Individual,Manual,>Two_Owners,23.0,1.396,90.0,5.0,International,9,3.5
70.0,Diesel,Individual,Manual,Second_Owner,24.52,1.248,88.5,7.0,Domestic,4,7.56
50.0,Petrol,Individual,Manual,First_Owner,22.74,0.796,47.3,5.0,Domestic,6,2.4
120.0,Petrol,Individual,Manual,Second_Owner,19.7,0.796,35.0,8.0,Domestic,8,0.8
5.0,Petrol,Individual,Manual,First_Owner,17.19,1.197,81.86,5.0,International,1,8.0
25.0,Diesel,Individual,Manual,First_Owner,17.6,2.179,147.94,7.0,Domestic,2,12.5
80.0,Diesel,Individual,Manual,>Two_Owners,12.05,2.179,120.0,7.0,Domestic,11,3.2
25.0,Petrol,Individual,Manual,First_Owner,18.9,1.197,82.0,5.0,International,3,5.09999
15.0,Diesel,Individual,Manual,First_Owner,22.95,1.248,74.0,5.0,Domestic,1,6.5
35.0,Petrol,Individual,Manual,Second_Owner,20.92,0.998,67.1,5.0,Domestic,9,2.1
80.0,Petrol,Individual,Manual,Second_Owner,19.7,0.796,46.3,5.0,Domestic,12,1.1
25.0,Diesel,Individual,Manual,First_Owner,21.5,1.497,108.5,5.0,Domestic,3,6.65
52.0,Diesel,Individual,Manual,First_Owner,21.66,1.498,108.62,5.0,International,3,5.55
52.0,Diesel,Individual,Manual,First_Owner,21.66,1.498,108.62,5.0,International,3,5.6
80.0,Diesel,Individual,Manual,First_Owner,25.32,1.198,77.0,6.0,Domestic,4,3.75
50.0,Diesel,Individual,Automatic,First_Owner,15.04,2.755,174.5,7.0,International,3,29.5
127.0,Diesel,Individual,Manual,First_Owner,28.4,1.248,74.02,5.0,Domestic,3,6.05
30.0,Petrol,Individual,Manual,First_Owner,17.5,1.199,88.7,5.0,International,3,7.2
70.0,Diesel,Individual,Manual,First_Owner,24.52,1.248,88.5,7.0,Domestic,3,8.0
54.0,Diesel,Individual,Manual,First_Owner,16.0,2.179,140.0,7.0,Domestic,3,13.25
120.0,Diesel,Individual,Manual,Second_Owner,10.5,2.835,116.9,6.0,International,9,6.25
116.5,Diesel,Individual,Manual,First_Owner,23.0,1.396,90.0,5.0,International,9,3.5
145.0,Diesel,Individual,Manual,Second_Owner,12.99,2.494,100.0,8.0,International,8,6.0
120.0,Petrol,Individual,Manual,First_Owner,18.5,1.197,82.85,5.0,International,8,3.0
120.0,Diesel,Individual,Manual,First_Owner,13.93,2.179,138.1,7.0,Domestic,9,2.4
80.0,Diesel,Individual,Manual,First_Owner,25.83,1.498,99.0,5.0,International,4,3.77
140.0,Petrol,Individual,Manual,First_Owner,16.02,1.373,93.7,7.0,Domestic,7,4.5
100.0,Petrol,Individual,Manual,>Two_Owners,13.9,1.599,103.2,5.0,International,12,1.6
100.0,Petrol,Individual,Manual,First_Owner,20.14,1.197,81.86,5.0,International,1,5.25
168.0,Diesel,Individual,Manual,Second_Owner,12.8,2.494,102.0,8.0,International,9,5.5
120.0,Diesel,Individual,Manual,>Two_Owners,18.3,1.991,147.9,5.0,International,10,2.7
145.0,Diesel,Individual,Manual,Second_Owner,23.59,1.364,67.05,5.0,International,4,5.7
90.0,Diesel,Individual,Manual,Second_Owner,20.0,1.399,68.0,5.0,International,9,2.25
90.0,Petrol,Individual,Manual,First_Owner,20.14,1.197,81.86,5.0,International,1,5.9
80.0,Diesel,Individual,Manual,First_Owner,17.1,1.956,170.0,5.0,International,2,16.75
33.0,Petrol,Dealer,Manual,First_Owner,19.4,1.194,94.93,5.0,International,1,8.0
13.5,Petrol,Individual,Manual,First_Owner,18.2,1.199,82.4,5.0,International,6,4.5
80.0,Diesel,Individual,Manual,First_Owner,17.0,1.405,70.0,5.0,Domestic,8,3.0
20.0,Petrol,Individual,Manual,First_Owner,18.6,1.197,81.83,5.0,International,3,6.45
58.0,Diesel,Individual,Manual,First_Owner,23.4,1.248,74.0,5.0,Domestic,7,5.2
40.0,Petrol,Individual,Manual,First_Owner,21.1,0.814,55.2,5.0,International,7,2.0
30.0,Petrol,Individual,Manual,First_Owner,17.4,1.497,117.3,5.0,International,5,7.0
50.0,Petrol,Individual,Manual,Second_Owner,16.1,0.796,37.0,4.0,Domestic,20,0.45
73.0,Diesel,Individual,Manual,First_Owner,25.83,1.498,99.0,5.0,International,4,4.59999
90.0,Diesel,Individual,Manual,Second_Owner,23.2,1.248,73.94,5.0,Domestic,6,3.25
50.0,Petrol,Individual,Manual,Second_Owner,20.51,0.998,67.04,5.0,Domestic,5,3.5
80.0,Diesel,Individual,Manual,>Two_Owners,22.32,1.582,126.3,5.0,International,9,4.4
70.0,Diesel,Individual,Manual,Second_Owner,21.9,1.396,90.0,5.0,International,9,3.2
41.0,Petrol,Individual,Manual,First_Owner,18.0,0.995,62.0,5.0,International,9,1.69
50.0,Petrol,Individual,Manual,>Two_Owners,16.47,1.198,73.9,5.0,International,7,3.5
113.226,Diesel,Dealer,Manual,First_Owner,19.68,1.399,67.0,5.0,International,6,3.5
90.0,Diesel,Individual,Manual,Second_Owner,20.0,1.399,68.1,5.0,International,7,3.1
160.5,Diesel,Individual,Manual,>Two_Owners,13.5,2.179,115.0,5.0,Domestic,10,4.2
30.0,Petrol,Individual,Automatic,First_Owner,19.12,1.373,91.1,5.0,Domestic,5,6.85
132.0,Diesel,Individual,Manual,Second_Owner,19.72,1.461,108.45,5.0,International,6,5.6
120.0,Diesel,Individual,Manual,>Two_Owners,22.9,1.248,74.0,5.0,Domestic,7,4.7
80.0,Petrol,Individual,Manual,Second_Owner,16.2,1.599,103.2,5.0,International,9,3.8
57.0,Diesel,Individual,Manual,Second_Owner,15.4,1.997,120.0,7.0,Domestic,5,6.7
5.0,Petrol,Individual,Manual,First_Owner,22.0,1.197,81.8,5.0,Domestic,2,5.5
25.0,Petrol,Individual,Manual,First_Owner,17.01,1.591,121.3,5.0,International,4,7.49
80.0,Diesel,Individual,Manual,Second_Owner,19.67,1.582,126.2,5.0,International,5,8.99
88.0,Diesel,Individual,Manual,>Two_Owners,16.52,1.991,123.7,5.0,International,9,2.9
217.0,Diesel,Individual,Manual,Second_Owner,12.99,2.494,100.6,7.0,International,6,8.69999
60.0,Petrol,Individual,Manual,First_Owner,20.62,1.198,67.0,7.0,International,5,3.5
43.0,Petrol,Individual,Manual,First_Owner,20.85,1.197,83.14,5.0,Domestic,3,5.0
77.0,Diesel,Individual,Automatic,Second_Owner,21.66,1.498,103.6,5.0,International,6,4.0
30.0,Petrol,Individual,Manual,First_Owner,25.17,0.799,53.3,5.0,International,4,2.6
40.0,Petrol,Individual,Manual,Second_Owner,22.74,0.796,47.3,5.0,Domestic,5,2.2
139.0,Diesel,Individual,Manual,Second_Owner,18.2,1.248,73.8,8.0,International,6,1.9
80.0,Petrol,Individual,Manual,First_Owner,18.9,1.197,82.0,5.0,International,4,4.0
76.0,Diesel,Individual,Manual,Second_Owner,25.44,0.936,56.3,5.0,International,6,1.7
3.5,Petrol,Individual,Manual,First_Owner,18.6,1.197,81.86,5.0,International,1,6.5
62.0,Petrol,Individual,Manual,Second_Owner,16.1,0.796,37.0,4.0,Domestic,13,0.6
110.0,Petrol,Individual,Manual,Second_Owner,12.0,2.092,127.0,7.0,Domestic,13,3.0
40.0,Petrol,Individual,Manual,Second_Owner,16.2,0.995,62.1,5.0,International,8,1.25
1500.0,Diesel,Individual,Manual,First_Owner,15.1,2.179,140.0,7.0,Domestic,8,5.0
70.0,Petrol,Individual,Manual,>Two_Owners,19.7,0.796,46.3,5.0,Domestic,9,1.7
77.0,Diesel,Individual,Manual,Second_Owner,19.3,1.248,73.9,5.0,Domestic,8,3.1
110.0,Petrol,Individual,Manual,Second_Owner,18.0,0.995,62.0,5.0,International,9,1.3
20.0,Petrol,Individual,Manual,First_Owner,20.51,0.998,67.04,5.0,Domestic,4,4.65
120.005,Diesel,Individual,Automatic,Second_Owner,11.0,2.987,198.5,5.0,International,15,8.0
16.83,Petrol,Individual,Manual,First_Owner,20.2,0.998,67.1,5.0,Domestic,8,2.6
70.0,Diesel,Individual,Manual,First_Owner,15.96,2.523,63.0,9.0,Domestic,7,5.0
38.0,Petrol,Individual,Manual,First_Owner,23.01,0.999,67.0,5.0,International,3,3.25
80.0,Diesel,Individual,Manual,First_Owner,15.96,2.523,63.0,9.0,Domestic,7,4.0
50.0,Diesel,Individual,Manual,First_Owner,14.24,2.755,174.5,7.0,International,2,32.0
50.0,Diesel,Individual,Manual,First_Owner,17.88,1.396,52.8,5.0,Domestic,13,2.0
52.0,Diesel,Individual,Manual,First_Owner,17.21,1.493,100.0,7.0,Domestic,7,4.5
50.0,Diesel,Individual,Manual,First_Owner,17.0,1.405,70.0,5.0,Domestic,8,2.29999
30.0,Petrol,Individual,Manual,First_Owner,21.1,0.814,55.2,5.0,International,4,3.4
103.0,Diesel,Individual,Manual,First_Owner,15.96,2.523,62.1,7.0,Domestic,6,5.5
93.468,Diesel,Individual,Automatic,Second_Owner,11.4,2.953,153.86,7.0,International,9,9.75
20.0,Diesel,Individual,Automatic,First_Owner,18.0,1.969,190.0,5.0,International,1,38.0
80.0,Petrol,Individual,Manual,Second_Owner,14.0,1.595,102.0,5.0,International,10,2.25
12.0,Diesel,Individual,Automatic,First_Owner,10.91,3.198,197.0,7.0,International,2,32.5
70.0,Diesel,Individual,Manual,First_Owner,25.0,1.396,69.0,5.0,Domestic,7,2.8
4.5,Petrol,Individual,Manual,First_Owner,19.5,1.199,88.76,5.0,International,1,7.0
35.0,Diesel,Individual,Manual,First_Owner,23.03,1.396,69.0,5.0,Domestic,8,2.59
60.0,Diesel,Individual,Automatic,First_Owner,15.04,2.755,174.5,7.0,International,2,32.0
30.0,Diesel,Individual,Manual,First_Owner,16.0,1.997,140.0,7.0,Domestic,2,14.0
40.0,Petrol,Individual,Automatic,First_Owner,17.01,1.499,110.4,5.0,International,5,4.16
70.0,Diesel,Individual,Manual,First_Owner,19.0,1.248,90.0,5.0,Domestic,9,2.5
120.0,Diesel,Individual,Manual,First_Owner,21.12,1.248,88.8,5.0,Domestic,10,2.1
120.0,Diesel,Individual,Manual,Second_Owner,12.05,2.179,120.0,8.0,Domestic,12,2.9
90.0,Diesel,Individual,Manual,First_Owner,23.03,1.396,69.0,5.0,Domestic,8,2.2
35.0,Diesel,Individual,Manual,Second_Owner,23.03,1.396,69.0,5.0,Domestic,8,2.46
30.0,Petrol,Individual,Manual,First_Owner,16.8,0.796,34.2,8.0,Domestic,2,2.6
70.0,Diesel,Individual,Manual,First_Owner,21.38,1.396,88.7,5.0,International,2,10.5
60.0,Diesel,Individual,Manual,First_Owner,21.02,1.248,88.76,5.0,Domestic,8,2.9
70.0,Diesel,Individual,Manual,First_Owner,25.0,1.396,69.0,5.0,Domestic,7,3.1
6.0,Petrol,Individual,Manual,First_Owner,18.6,1.197,81.83,5.0,International,2,7.0
20.0,Petrol,Individual,Manual,First_Owner,20.4,1.197,81.8,5.0,Domestic,4,5.5
70.0,Diesel,Individual,Manual,First_Owner,19.09,1.405,69.01,5.0,Domestic,3,4.5
65.0,Petrol,Individual,Manual,First_Owner,17.8,1.497,117.3,5.0,International,4,7.73
25.0,Petrol,Individual,Manual,First_Owner,23.84,1.199,84.0,5.0,Domestic,3,4.5
10.0,Petrol,Individual,Manual,First_Owner,15.37,1.196,73.0,5.0,Domestic,1,4.09999
35.0,Petrol,Individual,Manual,>Two_Owners,16.1,0.796,37.0,4.0,Domestic,17,0.45
80.0,Petrol,Individual,Automatic,Second_Owner,11.07,2.496,179.5,5.0,International,6,6.0
63.0,Petrol,Individual,Manual,First_Owner,18.6,1.199,79.4,5.0,International,10,2.5
100.0,Diesel,Individual,Manual,First_Owner,16.8,1.405,62.0,5.0,Domestic,12,0.7
1.303,Petrol,Dealer,Manual,First_Owner,17.8,1.198,86.7,5.0,International,1,6.9
31.8,Diesel,Dealer,Automatic,First_Owner,17.01,1.968,188.0,5.0,International,2,39.75
20.0,Petrol,Dealer,Automatic,First_Owner,22.37,2.487,214.56,5.0,International,1,51.5
45.0,Diesel,Dealer,Automatic,First_Owner,19.33,1.999,177.0,5.0,International,3,32.0
17.0,Petrol,Individual,Automatic,First_Owner,9.5,3.604,280.0,5.0,International,3,41.0
4.295,Petrol,Dealer,Manual,First_Owner,17.1,1.496,105.5,5.0,International,2,10.0
5.229,Petrol,Dealer,Manual,First_Owner,17.1,1.496,105.5,5.0,International,2,10.0
68.089,Petrol,Dealer,Automatic,First_Owner,19.16,2.494,157.7,5.0,International,4,20.0
23.712,Diesel,Dealer,Manual,First_Owner,28.09,1.248,88.5,5.0,Domestic,2,9.25
56.494,Petrol,Dealer,Manual,First_Owner,18.2,1.199,88.7,5.0,International,4,5.5
16.589,Petrol,Dealer,Manual,First_Owner,20.51,0.998,67.04,5.0,Domestic,2,4.3
79.328,Diesel,Dealer,Manual,Second_Owner,12.99,2.494,100.6,7.0,International,7,7.5
53.201,Petrol,Dealer,Manual,Second_Owner,17.8,1.497,117.3,5.0,International,4,6.75
25.272,Petrol,Dealer,Manual,First_Owner,21.01,1.197,81.8,5.0,Domestic,3,5.7
53.619,Diesel,Dealer,Manual,First_Owner,24.3,1.248,88.5,5.0,Domestic,3,8.5
7.5,Diesel,Dealer,Automatic,First_Owner,16.78,1.995,190.0,5.0,International,1,54.0
8.5,Diesel,Dealer,Automatic,First_Owner,16.78,1.995,190.0,5.0,International,1,55.0
7.032,Petrol,Dealer,Automatic,First_Owner,19.0,1.199,88.76,5.0,International,1,7.79
6.001,Petrol,Dealer,Manual,First_Owner,15.9,1.496,120.69,5.0,International,2,6.4
80.0,Diesel,Individual,Manual,First_Owner,19.09,1.405,69.01,5.0,Domestic,7,2.5
12.0,Diesel,Individual,Manual,First_Owner,19.6,1.461,108.45,5.0,International,2,12.5
25.0,Petrol,Individual,Manual,First_Owner,17.0,1.497,121.31,5.0,International,3,8.89
40.0,Diesel,Individual,Manual,Second_Owner,22.54,1.396,88.73,5.0,International,3,7.5
130.0,Diesel,Individual,Manual,>Two_Owners,17.8,1.248,75.0,5.0,Domestic,10,3.2
202.0,Diesel,Individual,Manual,First_Owner,17.67,1.968,138.08,5.0,International,9,6.0
40.0,Diesel,Individual,Manual,First_Owner,28.09,1.248,88.5,5.0,Domestic,2,10.0
70.0,Petrol,Individual,Manual,>Two_Owners,17.3,0.993,60.0,5.0,Domestic,20,1.1
120.0,Petrol,Individual,Manual,Second_Owner,17.7,1.497,78.0,5.0,International,12,2.5
60.0,Diesel,Individual,Manual,First_Owner,26.59,1.248,74.0,5.0,Domestic,5,6.0
60.0,Petrol,Individual,Manual,First_Owner,19.0,0.998,67.1,5.0,Domestic,11,1.65
60.0,Petrol,Individual,Manual,Second_Owner,19.7,0.796,46.3,5.0,Domestic,16,1.18
78.0,Diesel,Individual,Manual,First_Owner,27.39,1.248,74.0,5.0,Domestic,4,7.0
80.0,Diesel,Individual,Manual,Second_Owner,20.46,1.461,83.8,5.0,International,7,5.85
120.0,Petrol,Individual,Manual,>Two_Owners,19.7,0.796,46.3,5.0,Domestic,14,1.2
90.0,Petrol,Individual,Manual,>Two_Owners,16.1,0.796,37.0,4.0,Domestic,17,0.65
100.0,Petrol,Individual,Manual,Second_Owner,19.7,0.796,46.3,5.0,Domestic,14,1.5
70.0,Petrol,Individual,Manual,>Two_Owners,19.7,0.796,46.3,5.0,Domestic,11,1.5
160.0,Diesel,Individual,Manual,>Two_Owners,13.1,1.493,82.0,5.0,International,16,1.7
120.0,Diesel,Individual,Manual,>Two_Owners,10.5,2.179,120.0,8.0,Domestic,14,2.5
100.0,Diesel,Individual,Manual,>Two_Owners,13.1,1.493,82.0,5.0,International,15,1.0
60.0,Diesel,Individual,Manual,Second_Owner,20.77,1.248,88.76,7.0,Domestic,7,5.99
135.0,Diesel,Individual,Manual,>Two_Owners,18.3,1.991,147.9,5.0,International,10,2.5
90.0,Petrol,Individual,Manual,First_Owner,20.4,1.197,81.8,5.0,Domestic,4,5.7
75.0,Diesel,Individual,Manual,Second_Owner,22.07,1.199,73.9,5.0,International,7,4.4
185.0,Diesel,Individual,Manual,Second_Owner,11.4,2.494,100.6,7.0,International,15,3.0
71.717,Petrol,Individual,Automatic,Second_Owner,19.34,1.198,76.0,5.0,International,5,3.0
150.0,Diesel,Individual,Automatic,Second_Owner,11.79,2.179,120.0,8.0,Domestic,9,5.0
55.0,Diesel,Individual,Manual,First_Owner,26.59,1.248,74.0,5.0,Domestic,4,6.6
90.0,Petrol,Individual,Manual,Second_Owner,15.3,1.596,99.6,5.0,International,8,2.56
35.0,Petrol,Individual,Manual,First_Owner,23.01,0.999,67.0,5.0,International,2,4.09999
120.0,Diesel,Individual,Manual,Second_Owner,12.55,2.982,168.5,7.0,International,5,18.88
100.0,LPG,Individual,Manual,Second_Owner,13.45,1.086,62.1,5.0,International,9,2.5
40.0,Petrol,Individual,Automatic,>Two_Owners,12.9,1.799,130.0,5.0,International,11,2.8
100.0,Diesel,Individual,Manual,First_Owner,13.0,2.489,95.0,8.0,Domestic,10,3.0
120.0,Diesel,Individual,Manual,First_Owner,14.1,2.179,147.94,5.0,Domestic,4,9.0
60.0,Petrol,Individual,Manual,First_Owner,19.0,0.998,67.1,5.0,Domestic,6,1.9
2.0,Diesel,Individual,Manual,First_Owner,15.96,2.523,63.0,9.0,Domestic,1,8.0
100.0,Diesel,Individual,Manual,First_Owner,14.0,2.523,75.0,8.0,Domestic,8,4.5
110.0,Diesel,Individual,Manual,First_Owner,14.95,2.489,93.7,7.0,Domestic,5,4.0
90.0,Diesel,Individual,Manual,Second_Owner,13.93,2.179,138.1,7.0,Domestic,11,1.5
84.321,Diesel,Individual,Manual,First_Owner,23.57,1.396,70.0,5.0,Domestic,9,2.0
177.0,Diesel,Individual,Manual,First_Owner,15.1,2.179,140.0,7.0,Domestic,7,6.0
60.0,Diesel,Individual,Manual,First_Owner,18.0,1.248,75.0,5.0,Domestic,10,1.75
205.0,Diesel,Individual,Manual,Second_Owner,19.09,1.396,69.0,5.0,Domestic,12,0.99
70.0,Petrol,Individual,Manual,Second_Owner,20.36,1.197,78.9,5.0,International,12,2.15
126.0,Diesel,Individual,Manual,Second_Owner,19.01,1.461,108.45,5.0,International,7,5.2
120.0,Diesel,Individual,Automatic,Second_Owner,10.91,3.198,197.0,7.0,International,4,22.8
70.0,Diesel,Individual,Manual,First_Owner,19.1,1.405,70.0,5.0,Domestic,5,2.85
82.0,Diesel,Individual,Manual,First_Owner,18.49,1.493,100.0,7.0,Domestic,3,6.6
110.0,Petrol,Individual,Manual,>Two_Owners,16.1,0.796,37.0,4.0,Domestic,16,0.31504
45.0,Petrol,Individual,Manual,Second_Owner,20.85,1.197,83.14,5.0,Domestic,5,5.15
70.0,Diesel,Individual,Manual,Second_Owner,21.64,1.461,84.8,5.0,International,8,2.95
80.0,Diesel,Individual,Manual,Second_Owner,20.45,1.461,83.8,5.0,International,5,7.0
45.0,Diesel,Individual,Manual,First_Owner,15.4,2.179,120.0,7.0,Domestic,3,11.0
60.0,Petrol,Individual,Manual,First_Owner,20.3,0.998,68.05,5.0,International,3,3.0
41.8,Petrol,Individual,Manual,First_Owner,18.6,1.197,85.8,5.0,Domestic,7,4.5
50.0,Diesel,Individual,Manual,Second_Owner,28.4,1.248,74.02,5.0,Domestic,3,7.0
40.0,Diesel,Individual,Manual,First_Owner,20.0,1.399,68.0,5.0,International,8,2.5
96.0,Petrol,Individual,Manual,Second_Owner,18.9,1.061,67.0,5.0,Domestic,11,1.4
